passage_id,question,passage,is_negative
2001_1441.txt:Art.14,Czy wniosek o specjalne zezwolenie połowowe pozwala na rybołówstwo jeszcze w tym samym roku?," Art. 14.
Wniosek o wydanie specjalnego zezwolenia połowowego składa się, za
pośrednictwem właściwego okręgowego inspektora rybołówstwa morskiego, w
terminie do dnia 31 października roku poprzedzającego rok, na który ma
być wydane specjalne zezwolenia połowowe.
                                    
                               ",0
2001_499.txt:Art.110,Czy wydawanie przez komitet wyborczy pieniędzy po wyborach jest nielegalne?," Art. 110.
1. Komitet wyborczy może pozyskiwać i wydatkować środki jedynie na cele
  związane z wyborami.
2. Komitet wyborczy partii politycznej może pozyskiwać i wydatkować środki
  od dnia wydania przez Państwową Komisję Wyborczą postanowienia o przyjęciu
  zawiadomienia, o którym mowa w art. 96 ust. 2.
3. Koalicyjny komitet wyborczy i komitet wyborczy wyborców mogą pozyskiwać i
  wydatkować środki od dnia wydania przez Państwową Komisję Wyborczą
  postanowienia o przyjęciu zawiadomienia, o którym mowa odpowiednio w art.
  97 ust. 7 albo w art. 98 ust. 4.
4. Zabrania się:
   1) pozyskiwania środków przez komitet wyborczy po dniu wyborów,
   2) wydatkowania środków przez komitet wyborczy po dniu złożenia
     sprawozdania, o którym mowa w art. 120.
                                 ",0
2001_43.txt:Art.43,Do kogo należy oznakowanie nawigacyjne w portach?," Art. 43.
1. Śródlądowe drogi wodne należy utrzymywać w sposób zapewniający bezpieczną
  żeglugę poprzez:
   1) należyty stan techniczny budowli i urządzeń hydrotechnicznych służących
     żegludze oraz ich właściwą obsługę,
   2) systematyczną poprawę warunków eksploatacyjnych odpowiednich do klasy
     drogi wodnej,
   3) oznakowanie nawigacyjne szlaku żeglownego, budowli i urządzeń
     hydrotechnicznych, przeszkód nawigacyjnych oraz budowli i linii
     przesyłowych krzyżujących się z drogą wodną.
2. Szlak żeglowny należy oznakować znakami żeglugowymi pływającymi lub
  brzegowymi,  w sposób wskazujący przeszkody nawigacyjne i miejsca
  niebezpieczne dla żeglugi.
3. Zabrania się wykorzystywania znaków nawigacyjnych do cumowania lub
  przeciągania statku, jak również ich uszkadzania, przemieszczania, niszczenia
  bądź czynienia niezdolnymi do użytku zgodnie z przeznaczeniem.
4. Utrzymanie śródlądowych dróg wodnych w stanie zapewniającym bezpieczną
  żeglugę, z zastrzeżeniem ust. 5, należy do jednostek organizacyjnych ministra
  właściwego do spraw gospodarki wodnej, zwanych dalej ""administracją drogi
  wodnej"".
5. Oznakowanie nawigacyjne w portach oraz urządzeń, budowli i linii
  przesyłowych krzyżujących się z drogą wodną należy do ich właścicieli. Sposób
  oznakowania należy uzgodnić z administracją drogi wodnej.
6. Administracja dróg wodnych ogłasza w formie komunikatów w sposób zwyczajowo
  przyjęty aktualne warunki żeglugowe na śródlądowych drogach wodnych, terminy
  otwarcia i zamknięcia dróg wodnych dla żeglugi oraz wydaje informator o
  śródlądowych żeglownych drogach wodnych.
                                   ",0
1997_555.txt:Art.197,"Jak brzmi treść przyrzeczenia, które musi złożyć biegły sądowy?"," Art. 197.
 § 1. Biegły składa przyrzeczenie następującej treści: ""Świadomy znaczenia 
     moich słów i odpowiedzialności przed prawem, przyrzekam uroczyście, 
     że powierzone mi obowiązki wykonam z całą sumiennością i bezstronnością"".
 § 2. Biegły sądowy powołuje się na przyrzeczenie złożone przy ustanowieniu 
     go w tym charakterze.
 § 3. Do biegłego stosuje się odpowiednio przepisy art. 177, 179-181, 187, 
     188 § 2 i 4, art. 190 oraz art. 191 § 1 i 3.
            
                              ",0
2001_1071.txt:Art.50,Jak często odbywa się okręgowe zgromadzenie kuratorów?," Art. 50.
1. Okręgowe zgromadzenie kuratorów zbiera się co najmniej raz w roku.
2. Posiedzenia okręgowego zgromadzenia kuratorów zwołuje przewodniczący
  zgromadzenia z własnej inicjatywy lub na wniosek jednej trzeciej liczby
  członków zgromadzenia.
3. W wypadku, o którym mowa w art. 51 pkt 5, posiedzenia okręgowego
  zgromadzenia kuratorów zwołuje również prezes sądu okręgowego.
                                        
                                   ",0
1997_553.txt:Art.245,Jaka kara grozi za podżeganie świadków?," Art. 245.
Kto używa przemocy lub groźby bezprawnej w celu wywarcia wpływu na świadka,
biegłego, tłumacza, oskarżyciela albo oskarżonego lub w związku z tym 
narusza jego nietykalność cielesną,
        podlega karze pozbawienia wolności od 3 miesięcy do lat 5.
                                    
                              ",0
1996_465.txt:Art.181,Jakie muszą być minimalne udziały przy podziale spółki handlowej?," Art. 181.
 §1. Jeżeli według umowy spółki wspólnik może mieć tylko jeden udział, umowa
     spółki może dopuścić zbycie części udziału.
 §2. W wyniku podziału nie mogą powstać udziały niższe niż 500 złotych.
                                        
                                   ",0
2001_1441.txt:Art.59,Jakie statki mogą łowić w polskim morzu?," Art. 59.
Wykonywanie rybołówstwa morskiego w polskich obszarach morskich odbywa
się przy użyciu statków rybackich o długości całkowitej
nieprzekraczającej 30 m i mocy silnika głównego nieprzekraczającej 611
kW.
                                    
                               ",0
2004_574.txt:Art.4,Jakie statki mogą łowić w polskim morzu?," Art. 4.
1. Rybołówstwo morskie statkami rybackimi o polskiej przynależności może być
  wykonywane przez armatora, którego siedziba albo oddział, albo miejsce
  zamieszkania znajduje się na terytorium Rzeczypospolitej Polskiej.
2. Rybołówstwo morskie na terytorium Rzeczypospolitej Polskiej może być
  wykonywane wyłącznie statkami rybackimi o polskiej przynależności.
                                        
                                    ",0
2001_499.txt:Art.110,Kiedy komitet wyborczy może zacząć wydawać pieniądze?," Art. 110.
1. Komitet wyborczy może pozyskiwać i wydatkować środki jedynie na cele
  związane z wyborami.
2. Komitet wyborczy partii politycznej może pozyskiwać i wydatkować środki
  od dnia wydania przez Państwową Komisję Wyborczą postanowienia o przyjęciu
  zawiadomienia, o którym mowa w art. 96 ust. 2.
3. Koalicyjny komitet wyborczy i komitet wyborczy wyborców mogą pozyskiwać i
  wydatkować środki od dnia wydania przez Państwową Komisję Wyborczą
  postanowienia o przyjęciu zawiadomienia, o którym mowa odpowiednio w art.
  97 ust. 7 albo w art. 98 ust. 4.
4. Zabrania się:
   1) pozyskiwania środków przez komitet wyborczy po dniu wyborów,
   2) wydatkowania środków przez komitet wyborczy po dniu złożenia
     sprawozdania, o którym mowa w art. 120.
                                 ",0
1997_555.txt:Art.85,Kiedy obrońca sądowy może bronić więcej niż jednego klienta?," Art. 85.
 § 1. Obrońca może bronić kilku oskarżonych, jeżeli ich interesy nie pozostają
     w sprzeczności.
 § 2. Stwierdzając sprzeczność sąd wydaje postanowienie, zakreślając oskarżonym
     termin do ustanowienia innych obrońców. W wypadku obrony z 
     urzędu sąd wyznacza innego obrońcę. Na postanowienie przysługuje zażalenie.
            
                               ",0
2003_1750.txt:Art.125,Kiedy osoby powołane do służby kandydackiej zostają żołnierzami?," Art. 125.
1. Osoby powołane do służby kandydackiej stają się żołnierzami w czynnej
  służbie wojskowej z dniem stawienia się do tej służby, po podpisaniu
  kontraktu, o którym mowa w art. 124 ust. 4. Przepisy art. 15 i 18 stosuje się
  odpowiednio.
2. Z dniem rozpoczęcia pełnienia służby kandydackiej żołnierze pełniący służbę
  kandydacką otrzymują bez szczególnego nadania tytuł:
   1) podchorążego, jeżeli kształcą się na oficera zawodowego;
   2) elewa, jeżeli kształcą się na podoficera zawodowego.
                                        
                                   ",0
1997_944.txt:Art.4,Kto jest przełożonym żołnierzy?," Art. 4.
 1. Minister Obrony Narodowej jest przełożonym wszystkich żołnierzy, z zastrzeżeniem
   ust. 2 i 3.
 2. Minister Spraw Wewnętrznych i Administracji jest przełożonym żołnierzy 
   pełniących służbę w podporządkowanych mu jednostkach organizacyjnych.
 3. Ministrowie, kierownicy urzędów i instytucji, każdy w sprawach należących 
   do jego zakresu działania, są przełożonymi żołnierzy pełniących służbę w 
   podporządkowanych im jednostkach organizacyjnych.
 4. Rada Ministrów określi, w drodze rozporządzenia, uprawnienia w sprawach
   dyscyplinarnych osób, o których mowa w ust. 3.
                                    
                               ",0
1999_95.txt:Art.9,Kto może powołać sekretarza komitetu?," Art. 9.
Sekretarz Komitetu powoływany  i odwoływany jest przez Przewodniczącego
Komitetu.
                                 ",0
2001_1441.txt:Art.25,Kto może łowić ryby w polskim morzu?," Art. 25.
1. Połowy w celach sportowo-rekreacyjnych w polskich obszarach morskich
  mogą prowadzić, po uzyskaniu sportowego zezwolenia połowowego, osoby
  fizyczne.
2. Sportowe zezwolenie połowowe wydaje okręgowy inspektor rybołówstwa
  morskiego na wniosek zainteresowanej osoby.
3. Do prowadzenia połowów w celach sportowo-rekreacyjnych nie mogą być
  używane narzędzia połowowe wykorzystywane do połowów w celach
  zarobkowych.
4. Sportowe zezwolenie połowowe wydaje się na okres 1 miesiąca albo 1
  roku.
5. Sportowe zezwolenie połowowe zawiera:
   1) imię, nazwisko, miejsce zamieszkania i adres wnioskodawcy,
   2) okres jego ważności,
   3) ilość i gatunek ryb oraz sposób prowadzenia połowu.
6. Minister właściwy do spraw rolnictwa określi, w drodze rozporządzenia,
  szczegółowy sposób oraz warunki prowadzenia połowów w celach sportoworekreacyjnych,
mając na względzie ochronę żywych zasobów morza i
  zapewnienie, aby połowy te nie utrudniały wykonywania rybołówstwa
  morskiego.
                                    
                               ",0
2004_574.txt:Art.28,Kto może łowić ryby w polskim morzu?," Art. 28.
1. Połowy w celach sportowo-rekreacyjnych w polskich obszarach morskich mogą
  być prowadzone po uzyskaniu sportowego zezwolenia połowowego.
2. Sportowe zezwolenie połowowe wydaje okręgowy inspektor rybołówstwa morskiego
  na wniosek:
   1) osoby fizycznej - na prowadzenie połowów z brzegu, ze statku lub z innych
     urządzeń pływających;
   2) organizatora zawodów sportowych - na prowadzenie połowów z brzegu;
   3) armatora statku - na prowadzenie połowów z jego statku.
3. Wniosek, o którym mowa w ust. 2, zawiera:
   1) imię, nazwisko, określenie miejsca zamieszkania i adres albo nazwę,
     określenie siedziby i adres wnioskodawcy;
   2) serię i numer dokumentu tożsamości;
   3) wskazanie terminu, na jaki ma być wydane zezwolenie;
   4) w przypadku armatora statku - nazwę lub oznakę statku;
   5) w przypadku organizatora zawodów sportowych - listę uczestników zawodów
     oraz miejsce i czas trwania zawodów.
4. Sportowe zezwolenie połowowe zawiera w szczególności:
   1) imię, nazwisko, określenie miejsca zamieszkania i adres albo nazwę,
     określenie siedziby i adres wnioskodawcy;
   2) okres ważności zezwolenia;
   3) określenie ilości i gatunku ryb oraz sposobu prowadzenia połowu.
5. Sportowe zezwolenie połowowe wydaje się na okres 1 miesiąca albo 1 roku,
  albo na czas trwania zawodów sportowych.
6. Do prowadzenia połowów w celach sportowo-rekreacyjnych nie mogą być używane
  narzędzia połowowe wykorzystywane do wykonywania rybołówstwa morskiego.
7. Minister właściwy do spraw rolnictwa określi, w drodze rozporządzenia,
  szczegółowy sposób i warunki prowadzenia połowów w celach sportoworekreacyjnych
oraz wzory sportowych zezwoleń połowowych dla podmiotów, o
  których mowa w ust. 2, mając na względzie ochronę żywych zasobów morza i
  zapewnienie porządku przy połowach.
                                        
                                   ",0
2004_574.txt:Art.4,Kto może łowić ryby w polskim morzu?," Art. 4.
1. Rybołówstwo morskie statkami rybackimi o polskiej przynależności może być
  wykonywane przez armatora, którego siedziba albo oddział, albo miejsce
  zamieszkania znajduje się na terytorium Rzeczypospolitej Polskiej.
2. Rybołówstwo morskie na terytorium Rzeczypospolitej Polskiej może być
  wykonywane wyłącznie statkami rybackimi o polskiej przynależności.
                                        
                                    ",0
1997_468.txt:Art.39,"Kto odpowiada za rozszerzanie przepisów dotyczących upraw roślin, z których tworzy się narkotyki?"," Art. 39.
Rada Ministrów może rozszerzyć, w drodze rozporządzenia, przepisy dotyczące
upraw maku i konopi na inne rośliny, które zawierają substancje odurzające 
lub psychotropowe.
                               Rozdział 6
                             Przepisy karne
                                    
                               ",0
2001_1545.txt:Art.277,Kto określa wzór certyfikatu okrętowego?," Art. 277.
Minister właściwy do spraw gospodarki morskiej określi, w drodze rozporządzenia,
warunki i tryb wydawania lub poświadczania certyfikatów, wzór certyfikatu oraz
wysokość pobieranych opłat, uwzględniając wiążące Rzeczpospolitą Polską w tym
zakresie przepisy międzynarodowe.
                                        
                                   ",0
2001_1545.txt:Art.38,Kto określa wzór certyfikatu okrętowego?," Art. 38.
Minister właściwy do spraw gospodarki morskiej określi, w drodze rozporządzenia,
sposób prowadzenia rejestru okrętowego i tryb postępowania rejestrowego, wzory
ksiąg rejestrowych, wzór certyfikatu okrętowego, certyfikatu statku w budowie i
świadectwa o banderze, tryb ich wydawania oraz wysokość opłat rejestrowych,
mając na uwadze przeznaczenie rejestru okrętowego.
                                        
                                   ",0
1996_261.txt:Art.10,Kto ustala pensję członków Rady Ministrów?," Art. 10.
1. Obsługę prac Rady zapewnia minister.
2. Prezes Rady Ministrów określa, w drodze rozporządzenia, wysokość
  wynagrodzenia przewodniczącego, wiceprzewodniczącego i pozostałych członków
  Rady. Posłom i senatorom powołanym w skład Rady wynagrodzenie nie
  przysługuje.
3. Prezes Rady Ministrów  określa, w drodze rozporządzenia, tryb pracy Rady.
                                  Rozdział 3
                      Programowanie rozwoju regionalnego
                                       
                                  ",0
1997_555.txt:Art.51,"Kto wykonuje prawa za ofiarę, jeżeli jest ona niepełnoletnia?"," Art. 51.
 § 1. Za pokrzywdzonego, który nie jest osobą fizyczną, czynności procesowych
     dokonuje organ uprawniony do działania w jego imieniu.
 § 2. Jeżeli pokrzywdzonym jest małoletni albo ubezwłasnowolniony całkowicie
     lub częściowo, prawa jego wykonuje przedstawiciel ustawowy albo 
     osoba, pod której stałą pieczą pokrzywdzony pozostaje.
            
                               ",0
1996_261.txt:Art.10,Którym członkom Rady Ministrów nie przysługuje wynagrodzenie?," Art. 10.
1. Obsługę prac Rady zapewnia minister.
2. Prezes Rady Ministrów określa, w drodze rozporządzenia, wysokość
  wynagrodzenia przewodniczącego, wiceprzewodniczącego i pozostałych członków
  Rady. Posłom i senatorom powołanym w skład Rady wynagrodzenie nie
  przysługuje.
3. Prezes Rady Ministrów  określa, w drodze rozporządzenia, tryb pracy Rady.
                                  Rozdział 3
                      Programowanie rozwoju regionalnego
                                       
                                  ",0
2001_499.txt:Art.110,Na co komitet wyborczy może wydać pozyskane pieniądze?," Art. 110.
1. Komitet wyborczy może pozyskiwać i wydatkować środki jedynie na cele
  związane z wyborami.
2. Komitet wyborczy partii politycznej może pozyskiwać i wydatkować środki
  od dnia wydania przez Państwową Komisję Wyborczą postanowienia o przyjęciu
  zawiadomienia, o którym mowa w art. 96 ust. 2.
3. Koalicyjny komitet wyborczy i komitet wyborczy wyborców mogą pozyskiwać i
  wydatkować środki od dnia wydania przez Państwową Komisję Wyborczą
  postanowienia o przyjęciu zawiadomienia, o którym mowa odpowiednio w art.
  97 ust. 7 albo w art. 98 ust. 4.
4. Zabrania się:
   1) pozyskiwania środków przez komitet wyborczy po dniu wyborów,
   2) wydatkowania środków przez komitet wyborczy po dniu złożenia
     sprawozdania, o którym mowa w art. 120.
                                 ",0
2001_537.txt:Art.22,"O co muszą zadbać osoby, które wytwarzają odpady z substancjami kontrolowanymi?"," Art. 22.
1. Zakazuje się składowania urządzeń chłodniczych, klimatyzacyjnych lub
  gaśniczych zawierających substancje kontrolowane i mających charakter
  odpadów, a także wszelkich urządzeń mających charakter odpadów, zawierających
  substancje kontrolowane jako  rozpuszczalniki oraz odpadów zawierających
  substancje kontrolowane, wytworzonych w procesie demontażu wymienionych
  urządzeń. Prowadzący składowisko odpadów ma obowiązek odmówić przyjęcia na
  składowisko tego rodzaju odpadów.
2. Wytwarzający odpady zawierające substancje kontrolowane, a także ich
  odbiorcy mają, w trakcie postępowania z takimi odpadami, obowiązek dołożenia
  należytej staranności, celem zapobieżenia emisji substancji kontrolowanych do
  środowiska.
3. Wytwarzający odpady mają obowiązek odzyskać substancje kontrolowane zawarte
  w:
   1) mających charakter odpadów urządzeniach chłodniczych, klimatyzacyjnych i
     gaśniczych,
   2) mających charakter odpadów wszelkich urządzeniach zawierających
     substancje kontrolowane jako rozpuszczalniki,
   3) odpadach wytworzonych w procesie demontażu urządzeń wymienionych w pkt 1
     i 2
   celem poddania ich recyklingowi i regeneracji oraz powtórnemu użyciu lub
   unieszkodliwieniu w sposób zgodny z przepisami ustawy.
4. Sposób postępowania z odpadami zawierającymi substancje kontrolowane
  określają przepisy o odpadach, z zastrzeżeniem przepisów ust. 1-3 oraz art.
  21 pkt 2.
                                       
                                  ",0
2001_628.txt:Art.5,"O co muszą zadbać osoby, które wytwarzają odpady z substancjami kontrolowanymi?"," Art. 5.
Kto podejmuje działania powodujące lub mogące powodować powstawanie odpadów,
powinien takie działania planować, projektować i prowadzić, tak aby:
   1) zapobiegać powstawaniu odpadów lub ograniczać ilość odpadów i ich
     negatywne oddziaływanie na środowisko przy wytwarzaniu produktów, podczas
     i po zakończeniu ich użytkowania,
   2) zapewniać zgodny z zasadami ochrony środowiska odzysk, jeżeli nie udało
     się zapobiec ich powstaniu,
   3) zapewniać zgodne z zasadami ochrony środowiska unieszkodliwianie odpadów,
     których powstaniu nie udało się zapobiec lub których nie udało się poddać
     odzyskowi.
                                        
                                    ",0
1997_933.txt:Art.88,Za co odpowiada fundusz inwestycyjny zamknięty?," Art. 88.
Fundusz inwestycyjny zamknięty emituje certyfikaty inwestycyjne. Fundusz inwestycyjny
zamknięty nie może nabywać certyfikatów inwestycyjnych, które 
wyemitował.
                                    
                               ",0
1997_933.txt:Art.94,Za co odpowiada fundusz inwestycyjny zamknięty?," Art. 94.
 1. Fundusz inwestycyjny zamknięty prowadzi rejestr certyfikatów inwestycyjnych.
 2. Rejestr certyfikatów inwestycyjnych zawiera w szczególności:
   1) datę każdej emisji, liczbę oferowanych certyfikatów oraz wartość emisji,
   2) liczbę certyfikatów każdej emisji zbytych uczestnikom funduszu, cenę 
     certyfikatu oraz łączną wartość wpłat za certyfikaty danej emisji.
                                    
                               ",0
1996_465.txt:Art.385,Co grozi za podglądanie głosów innych osób podczas wyborów?," Art. 385.
 §1. Rada nadzorcza składa się co najmniej z trzech członków powoływanych i
     odwoływanych przez walne zgromadzenie.
 §2. Statut może przewidywać inny sposób powoływania lub odwoływania członków
     rady nadzorczej.
 §3. Na wniosek akcjonariuszy, reprezentujących co najmniej jedną piątą
     kapitału zakładowego, wybór rady nadzorczej powinien być dokonany przez
     najbliższe walne zgromadzenie w drodze głosowania oddzielnymi grupami,
     nawet gdy statut przewiduje inny sposób powołania rady nadzorczej.
 §4. Jeżeli w skład rady nadzorczej wchodzi osoba, powołana przez podmiot
     określony w odrębnej ustawie, wyborowi podlegają jedynie pozostali
     członkowie rady nadzorczej.
 §5. Osoby reprezentujące na walnym zgromadzeniu tę część akcji, która przypada
     z podziału ogólnej liczby reprezentowanych akcji przez liczbę członków
     rady, mogą utworzyć oddzielną grupę celem wyboru jednego członka rady, nie
     biorą jednak udziału w wyborze pozostałych członków.
 §6. Mandaty w radzie nadzorczej nieobsadzone przez odpowiednią grupę
     akcjonariuszy, utworzoną zgodnie z § 5, obsadza się w drodze głosowania, w
     którym uczestniczą wszyscy akcjonariusze, których głosy nie zostały oddane
     przy wyborze członków rady nadzorczej, wybieranych w drodze głosowania
     oddzielnymi grupami.
 §7. Jeżeli na walnym zgromadzeniu, o którym mowa w § 3, nie dojdzie do
     utworzenia co najmniej jednej grupy zdolnej do wyboru członka rady
     nadzorczej, nie dokonuje się wyborów.
 §8. Z chwilą dokonania wyboru co najmniej jednego członka rady nadzorczej
     zgodnie z przepisami § 3-7, wygasają przedterminowo mandaty wszystkich
     dotychczasowych członków rady nadzorczej z wyjątkiem osób, o których mowa
     w § 4.
 §9. W głosowaniu określonym w § 3 i § 6 każdej akcji przysługuje tylko jeden
     głos bez przywilejów lub ograniczeń, z uwzględnieniem art. 353 § 3.
 
                                   ",1
