1995_713.txt_Art.6;Kto jest naczelnym organem administracji rządowej w zakresie łowiectwa?;Art. 6. Naczelnym organem administracji rządowej w zakresie łowiectwa jest Minister Ochrony Środowiska, Zasobów Naturalnych i Leśnictwa.  
1996_261.txt_Art.10;Kto określa wysokość wynagrodzeń dla członków Rady Ministrów?;Art. 10. 1. Obsługę prac Rady zapewnia minister. 2. Prezes Rady Ministrów określa, w drodze rozporządzenia, wysokość  wynagrodzenia przewodniczącego, wiceprzewodniczącego i pozostałych członków  Rady. Posłom i senatorom powołanym w skład Rady wynagrodzenie nie  przysługuje. 3. Prezes Rady Ministrów określa, w drodze rozporządzenia, tryb pracy Rady.  Rozdział 3  Programowanie rozwoju regionalnego  
1996_402.txt_Art.23;Komu podlega szef Służby Cywilnej?;Art. 23.  1. Szef Służby Cywilnej jest centralnym organem administracji rządowej właściwym  w sprawach służby cywilnej w zakresie określonym ustawą.  2. Prezes Rady Ministrów wyznacza na stanowisko Szefa Służby Cywilnej oraz jego zastępców urzędników służby cywilnej spośród urzędników zakwalifikowanych  do kategorii urzędniczej A.  3. Szef Służby Cywilnej podlega Prezesowi Rady Ministrów.  
1996_460.txt_Art.1;Co obejmują ubezpieczenia społeczne?;"Art. 1. Ubezpieczenia społeczne obejmują:  1) ubezpieczenie emerytalne,  2) ubezpieczenia rentowe,  3) ubezpieczenie w razie choroby i macierzyństwa, zwane dalej  ""ubezpieczeniem chorobowym"",  4) ubezpieczenie z tytułu wypadków przy pracy i chorób zawodowych, zwane  dalej ""ubezpieczeniem wypadkowym"".  "
1996_465.txt_Art.25;Co powinna zawierać umowa spółki jawnej?;Art. 25. Umowa spółki jawnej powinna zawierać:  1) firmę i siedzibę spółki,  2) określenie wkładów wnoszonych przez każdego wspólnika i ich wartość,  3) przedmiot działalności spółki,  4) czas trwania spółki, jeżeli jest oznaczony.  
1996_498.txt_Art.11;Z ilu osób składa się rada nadzorcza banku spółdzielczego?;Art. 11. 1. Rada nadzorcza banku spółdzielczego składa się co najmniej z 5 osób,  będących członkami tego banku spółdzielczego. 2. W radzie nadzorczej banku spółdzielczego udział pracowników banku, będących  jego członkami, nie może przekroczyć 15 jej składu. Osoby zajmujące  stanowiska kierownicze w banku, o których mowa w art. 22 ust. 2, nie mogą być  członkami rady nadzorczej.  
1997_31.txt_Art.21;Kto określa sposób postępowania terenowych organów Państwowej Inspekcji Weterynaryjnej?;Art. 21. Główny Lekarz Weterynarii określa sposób postępowania terenowych organów Państwowej Inspekcji Weterynaryjnej wskazując, które ze środków przewidzianych w ustawie stosuje się do zwalczania poszczególnych chorób zakaźnych zwierząt.  
1997_153.txt_Art.19;Ile wynosi składka na ubezpieczenie zdrowotne?;Art. 19. Składka na ubezpieczenie zdrowotne wynosi 10 procent podstawy wymiaru składki, z zastrzeżeniem art. 20 ust. 1.  
1997_348.txt_Art.12;Kto jest naczelnym organem administracji rządowej właściwym w sprawach polityki energetycznej?;Art. 12.  1. Naczelnym organem administracji rządowej właściwym w sprawach polityki energetycznej jest Minister Gospodarki.  2. Zadania Ministra Gospodarki w zakresie polityki energetycznej obejmują:  1) przygotowywanie, w porozumieniu z właściwymi ministrami, założeń polityki energetycznej oraz koordynowanie jej realizacji,  2) określanie szczegółowych warunków planowania i funkcjonowania systemów  zaopatrzenia w paliwa i energię, w trybie i zakresie ustalonych w ustawie,  3) nadzór nad funkcjonowaniem krajowych systemów energetycznych w zakresie określonym ustawą,  4) współdziałanie z wojewodami i samorządami terytorialnymi w sprawach  planowania i realizacji systemów zaopatrzenia w paliwa i energię,  5) koordynowanie współpracy z międzynarodowymi organizacjami rządowymi  w zakresie określonym ustawą.  3. Minister Gospodarki w celu współpracy z organizacjami międzynarodowymi,  o których mowa w ust. 2 pkt 5, może tworzyć, w drodze zarządzenia, krajowe komitety tych organizacji, właściwe do tej współpracy.  
1997_349.txt_Art.4;Na co mogą być przeznaczone środki publiczne?;Art. 4. 1. Środki publiczne mogą być przeznaczane na:  1) wydatki publiczne,  2) rozchody budżetu państwa i budżetów jednostek samorządu terytorialnego. 2. Rozchodami publicznymi są:  1) spłaty otrzymanych pożyczek i kredytów,  2) wykup papierów wartościowych oraz inne operacje finansowe,  3) udzielone pożyczki.  
1997_501.txt_Art.12;Komu przysługuje emerytura wojskowa?;Art. 12. Emerytura wojskowa przysługuje żołnierzowi zwolnionemu z zawodowej służby wojskowej, który w dniu zwolnienia z tej służby posiada 15 lat służby wojskowej w Wojsku Polskim.  
1997_553.txt_Art.5;Kiedy stosuje się ustawę karną polską?;Art. 5. Ustawę karną polską stosuje się do sprawcy, który popełnił czyn zabroniony na terytorium Rzeczypospolitej Polskiej, jak również na polskim statku wodnym lub powietrznym, chyba że umowa międzynarodowa, której Rzeczpospolita Polska jest stroną, stanowi inaczej.  
1997_557.txt_Art.54;Gdzie wykonuje się karę ograniczenia wolności?;Art. 54. Karę ograniczenia wolności wykonuje się w miejscu zamieszkania lub zatrudnienia skazanego albo w niewielkiej odległości od tego miejsca, chyba że ważne względy przemawiają za wykonaniem kary w innym miejscu.  
1997_604.txt_Art.45;W jakich okolicznościach partia polityczna podlega likwidacji?;"Art. 45{1}. 1. Urzędnikom państwowym zatrudnionym w Kancelarii Sejmu, Kancelarii Senatu, Kancelarii Prezydenta Rzeczypospolitej  Polskiej oraz w Biurze Krajowej Rady Radiofonii  i Telewizji nie wolno publicznie manifestować swoich przekonań politycznych.  2. Zakaz, o którym mowa w ust. 1, nie dotyczy pracowników  zatrudnionych na podstawie art. 47{1} ust. 1, a także osób zajmujących kierownicze stanowiska w Kancelarii Prezydenta Rzeczypospolitej Polskiej, wymienione w art. 2 ustawy z dnia 31 lipca 1981 r. o wynagrodzeniu osób zajmujących kierownicze stanowiska państwowe (Dz.U. Nr 20, poz. 101, z 1982 r. Nr 31, poz. 214, z 1985 r. Nr 22, poz. 98 i Nr 50, poz. 262, z 1987 r. Nr 21, poz. 123, z 1989 r. Nr 34, poz. 178, z 1991 r. Nr 100, poz. 443, z 1993 r. Nr 1, poz. 1, z 1995 r. Nr 34, poz. 163 i Nr 142, poz. 701, z 1996 r. Nr 73, poz. 350, Nr 89, poz. 402, Nr 106, poz. 496 i Nr 139, poz. 647 oraz z 1997 r. Nr 75, poz. 469)."".  "
1997_690.txt_Art.3;Kiedy przywóz towaru na polski obszar celny można uznać za nadmierny?;Art. 3. Przywóz towaru na polski obszar celny uważa się za nadmierny, jeżeli towar jest przywożony:  1) w tak zwiększonych ilościach bezwzględnych lub w stosunku do wielkości  krajowej produkcji towaru podobnego albo towaru bezpośrednio konkurencyjnego,  2) na takich warunkach, że wyrządza poważną szkodę lub zagraża wyrządzeniem takiej szkody przemysłowi krajowemu wytwarzającemu towar podobny lub towar bezpośrednio konkurencyjny.  
1997_735.txt_Art.21;W jakich okolicznościach obwiniony musi mieć obrońcę przed sądem?;Art. 21.  §1. W postępowaniu w sprawie o wykroczenia obwiniony musi mieć obrońcę przed  sądem, jeżeli:  1) jest głuchy, niemy lub niewidomy,  2) zachodzi uzasadniona wątpliwość co do jego poczytalności.  §2. W wypadku, o którym mowa w § 1 pkt 2, obowiązek korzystania z pomocy  obrońcy ustaje, jeżeli powołany biegły stwierdzi, że poczytalność  obwinionego nie budzi wątpliwości, chyba że sąd postanowi inaczej.  §3. W wypadkach, o których mowa w § 1, udział obrońcy w rozprawie jest  obowiązkowy, a w posiedzeniu, jeżeli ustawa tak stanowi.  §4. Jeżeli w wypadkach, o których mowa w § 1, obwiniony nie ma obrońcy z  wyboru, wyznacza mu się obrońcę z urzędu.  
1997_739.txt_Art.7;Jakie są rodzaje wiz?;"Art. 7.  1. Ustala się następujące rodzaje wiz:  1) wiza pobytowa,  2) wiza pobytowa z prawem do pracy,  3) wiza repatriacyjna,  4) wiza tranzytowa.  2. Wiza może uprawniać do jednokrotnego lub wielokrotnego wjazdu.  3. Wiza repatriacyjna uprawnia do jednokrotnego wjazdu.  4. Wiza określa okres, w którym może nastąpić wjazd na terytorium Rzeczypospolitej  Polskiej, oraz czas pobytu; może ona również określać miejsce, w którym powinno nastąpić przekroczenie granicy, cel pobytu, a także inne  warunki.  "
1997_933.txt_Art.8;Jaka jest minimalna wartość aktywów netto funduszu inwestycyjnego?;Art. 8. Wartość aktywów netto funduszu inwestycyjnego nie może być niższa niż 2 500 000 zł.  
1999_483.txt_Art.9;Ile trwa kadencja szefa służby cywilnej?;"Art. 9. 1. Szefa Służby Cywilnej powołuje, po zasięgnięciu opinii Rady Służby  Cywilnej, Prezes Rady Ministrów spośród urzędników służby cywilnej. 2. Kadencja Szefa Służby Cywilnej trwa 5 lat, licząc od dnia powołania; Szef  Służby Cywilnej pełni obowiązki do dnia powołania jego następcy. 3. Kadencja Szefa Służby Cywilnej wygasa w razie jego śmierci lub odwołania. 4. Prezes Rady Ministrów odwołuje Szefa Służby Cywilnej w razie:  1) rezygnacji ze stanowiska,  2) utraty zdolności do pełnienia powierzonych obowiązków na skutek  długotrwałej choroby, trwającej co najmniej 6 miesięcy. 5. Prezes Rady Ministrów odwołuje Szefa Służby Cywilnej także w przypadku,  gdy przestał on odpowiadać jednemu z warunków określonych w art. 4.  Odwołanie w przypadkach, o których mowa w art. 4 pkt 4 i 5, następuje za  zgodą co najmniej 23 składu Rady Służby Cywilnej.  "
2000_991.txt_Art.6;W jakich okolicznościach zezwolenie na wprowadzenie nawozu do obrotu podlega cofnięciu?;Art. 6. 1. Zezwolenie na wprowadzenie nawozu do obrotu wydaje się na  czas nieokreślony. 2. Zezwolenie na wprowadzenie nawozu do obrotu podlega cofnięciu  w razie nieprzestrzegania wymagań jakościowych określonych w  zezwoleniu lub ujawnienia szkodliwego oddziaływania nawozu na  zdrowie ludzi i zwierząt oraz na środowisko. 3. W razie cofnięcia zezwolenia na wprowadzenie nawozu do obrotu  producent lub importer nawozu jest obowiązany wycofać nawóz z  obrotu w terminie 3 miesięcy od dnia, w którym decyzja o  cofnięciu zezwolenia stała się ostateczna.  
