1995_59.txt-Art. 12.;Jakie są obowiązki organów kontroli i rewizji?;Organy kontroli, rewizji, inspekcji działające w administracji rządowej i samorządzie terytorialnym współpracują z Najwyższą Izbą Kontroli i są obowiązane do: 1) udostępniania Najwyższej Izbie Kontroli, na jej wniosek, wyników kontroli przeprowadzonych przez te organy, 2) przeprowadzania określonych kontroli wspólnie pod kierownictwem Najwyższej Izby Kontroli, 3) przeprowadzania kontroli doraźnych na zlecenie Najwyższej Izby Kontroli. Rozdział 2 Organizacja Najwyższej Izby Kontroli 
1994_591.txt-Art. 12.;Kiedy otwiera się księgi rachunkowe?;1. Księgi rachunkowe otwiera się na dzień rozpoczęcia działalności, na początek każdego następnego roku obrotowego oraz na dzień zmiany formy prawnej, połączenia lub podziału jednostek powodującego powstanie nowej jednostki, a także na dzień rozpoczęcia likwidacji lub postępowania upadłościowego - w ciągu 15 dni od dnia tych zdarzeń. 2. Księgi rachunkowe zamyka się na dzień kończący rok obrotowy, na dzień zakończenia działalności, w tym również sprzedaży i zakończenia likwidacji lub postępowania upadłościowego, oraz na dzień poprzedzający zmianę formy prawnej, postawienia w stan likwidacji lub upadłości - nie później niż w ciągu trzech miesięcy od dnia tych zdarzeń. 3. Księgi rachunkowe w jednostce postawionej w stan likwidacji lub upadłości zamyka się także na ostatni dzień roku obrotowego, jeżeli postępowanie likwidacyjne lub upadłościowe nie zostało jeszcze na ten dzień zakończone. 4. Ostateczne zamknięcie i otwarcie ksiąg rachunkowych jednostki kontynuującej działalność powinno nastąpić najpóźniej w ciągu 15 dni od dnia zatwierdzenia sprawozdania finansowego za rok obrotowy. 
1997_555.txt-Art. 175.;O czym należy pouczyć oskarżonego?;"§ 1. Oskarżony ma prawo składać wyjaśnienia; może jednak bez podania powodów odmówić odpowiedzi na poszczególne pytania lub odmówić składania wyjaśnień. O prawie tym należy go pouczyć. § 2. Obecny przy czynnościach dowodowych oskarżony ma prawo składać wyjaśnienia co do każdego dowodu. "
2004_42.txt-Art. 7.;Czy spółki celowe z okazji Euro 2012 mogą być tworzone przez miasto Kraków?;"1. W celu przygotowania i wykonania przedsięwzięć Euro 2012 Skarb Państwa tworzy spółki z ograniczoną odpowiedzialnością, zwane dalej „spółkami celowymi”. 2. Oświadczenie woli o utworzeniu spółki celowej i objęciu udziału albo udziałów w tej spółce składa w imieniu Skarbu Państwa minister właściwy do spraw kultury fizycznej i sportu, w formie aktu notarialnego. 3. Kapitał zakładowy spółki celowej wynosi co najmniej 2 000 000 zł. 4. W przypadku gdy udziały w spółce celowej są pokrywane wkładami pieniężnymi i niepieniężnymi, wkład pieniężny wynosi co najmniej 1 000 000 zł. 5. Udział albo udziały w spółce celowej mogą być zbywane lub obciążane przez Skarb Państwa reprezentowany przez ministra właściwego do spraw kultury fizycznej i sportu, za zgodą Rady Ministrów, po zrealizowaniu wszystkich przedsięwzięć Euro 2012 powierzonych spółce celowej, w umowie, o której mowa w art. 17 ust. 1. 6. Spółki, o których mowa w ust. 1, mogą być tworzone na zasadach wynikających z ustawy również przez miasta gospodarzy Euro 2012: 1) Chorzów; 2) Gdańsk, 3) Kraków; 4) Poznań; 5) m.st. Warszawa; 6) Wrocław. 7. Do spółek, o których mowa w ust. 6, przepisy ustawy stosuje się odpowiednio. "
2004_880.txt-Art. 121.;Czy do wywozu meteorytu za granicę, potrzebna jest zgoda?;1. Gospodarowanie zasobami przyrody nieożywionej powinno być prowadzone w sposób zapewniający ochronę innych zasobów, tworów i składników przyrody, oszczędne użytkowanie przestrzeni oraz zachowanie szczególnie cennych tworów i składników przyrody nieożywionej, w tym profili geologicznych i glebowych, jaskiń, turni, skałek, głazów narzutowych, naturalnych zbiorników i cieków wodnych, źródeł i wodospadów, elementów dna morza, wydm i glebowych powierzchni wzorcowych, a także miejsc występowania kopalnych szczątków roślin i zwierząt. 2. Wywóz za granicę meteorytów i kopalnych szczątków roślin i zwierząt wymaga zezwolenia ministra właściwego do spraw środowiska. 
1999_930.txt-Art. 134.;Kto może prowadzić dochodzenia?;"§ 1. Dochodzenie prowadzą także: 1) Straż Graniczna - w sprawach o przestępstwa skarbowe i wykroczenia skarbowe wymienione w art. 133 § 1 pkt 1, ujawnione w zakresie swego działania przez Straż Graniczną, 2) Policja - w sprawach o przestępstwa skarbowe i wykroczenia skarbowe ujawnione w zakresie swego działania przez Policję, 3) Urząd Ochrony Państwa "" w sprawach o przestępstwa skarbowe ujawnione w zakresie swego działania przez ten urząd, 4) Żandarmeria Wojskowa - w sprawach o przestępstwa skarbowe i wykroczenia skarbowe popełnione przez osoby wymienione w art. 53 § 36. § 2. Organy określone w § 1 pkt 1-3 zawiadamiają niezwłocznie o prowadzeniu dochodzenia właściwe finansowe organy dochodzenia przez przesłanie odpisu postanowienia o jego wszczęciu, chyba że ograniczą swoje czynności do zabezpieczenia śladów i dowodów przestępstwa skarbowego lub wykroczenia skarbowego oraz przekazania sprawy do dalszego prowadzenia tym organom. § 3. Organ określony w § 1 pkt 4 o wszczęciu dochodzenia zawiadamia niezwłocznie właściwą prokuraturę wojskową. § 4. W razie zgłoszenia przez sprawcę czynu zabronionego wniosku o zezwolenie na dobrowolne poddanie się odpowiedzialności, przekazanie sprawy właściwemu finansowemu organowi dochodzenia jest obowiązkowe. § 5. Przepisy § 1, 2 i 4 stosuje się odpowiednio w wypadku, gdy organ określony w § 1 pkt 1-3 jest właściwy do prowadzenia dochodzenia w sprawie o czyn zabroniony będący przestępstwem określonym w przepisach karnych innej ustawy, który wyczerpuje zarazem znamiona przestępstwa skarbowego lub wykroczenia skarbowego. "
1997_553.txt-Art. 40.;Kiedy można pozbawić kogoś praw publicznych?;"§ 1. Pozbawienie praw publicznych obejmuje utratę  czynnego i biernego prawa wyborczego do organu władzy publicznej, organu samorządu zawodowego lub gospodarczego, utratę prawa do udziału w sprawowaniu wymiaru sprawiedliwości oraz do pełnienia funkcji w organach i instytucjach państwowych i samorządu terytorialnego lub zawodowego, jak również utratę posiadanego stopnia wojskowego i powrót do stopnia szeregowego; pozbawienie praw publicznych obejmuje ponadto utratę orderów, odznaczeń i tytułów honorowych oraz utratę zdolności do ich uzyskania w okresie trwania pozbawienia praw. § 2. Sąd może orzec pozbawienie praw publicznych w razie skazania na karę pozbawienia wolności na czas nie krótszy od lat 3 za przestępstwo popełnione w wyniku motywacji zasługującej na szczególne potępienie. "
2004_879.txt-Art. 26.;Czy wynagrodzenie kierowcy może zależeć od przejechanych kilometrów?;Warunki wynagradzania kierowców nie mogą przewidywać składników wynagrodzenia, których wysokość jest uzależniona od liczby przejechanych kilometrów lub ilości przewiezionego ładunku, jeżeli ich stosowanie wpłynęłoby na pogorszenie bezpieczeństwa jazdy. Rozdział 4 Zasady stosowania norm dotyczących okresów prowadzenia pojazdów, obowiązkowych przerw w prowadzeniu i gwarantowanych okresów odpoczynku określonych rozporządzeniem nr 3820/85/EWG oraz Umową AETR 
1996_410.txt-Art. 29.;Kiedy można cofnąć zezwolenie na prowadzenie praktyki pielęgniarskiej?;Okręgowa rada pielęgniarek i położnych cofa zezwolenie na prowadzenie indywidualnej praktyki wykonywanej przez pielęgniarkę, położną, w razie: 1) pozbawienia prawa wykonywania zawodu pielęgniarki, położnej, 2) zawieszenia prawa wykonywania zawodu pielęgniarki, położnej, 3) zrzeczenia się przez pielęgniarkę, położną prawa wykonywania zawodu, 4) skreślenia pielęgniarki, położnej z listy członków okręgowej izby pielęgniarek i położnych, 5) zgonu pielęgniarki, położnej, 6) rezygnacji z prowadzenia indywidualnej praktyki, 7) nie spełniania wymogów określonych w art. 26 ust. 1. 
1998_602.txt-Art. 22.;Kto określa pracę komisji wyborczych?;1. Państwowa Komisja Wyborcza ustala w regulaminie sposób wykonania swoich zadań wynikających z niniejszej ustawy oraz określa tryb pracy wojewódzkich komisarzy wyborczych i ich zastępców, w tym sposób sprawowania przez nich nadzoru nad przestrzeganiem prawa wyborczego. 2. Państwowa Komisja Wyborcza ustala regulaminy terytorialnych i obwodowych komisji wyborczych , określając w nich w szczególności tryb pracy komisji oraz sposób wykonania zadań. 3. Minister właściwy do spraw administracji publicznej w drodze rozporządzenia, po zasięgnięciu opinii Państwowej Komisji Wyborczej może określić zasady i tryb wykorzystywania elektronicznego systemu przesyłania i przetwarzania danych o wynikach głosowania i wynikach wyborów. 
2001_1229.txt-Art. 41.;Czy ścieki mogą zawierach DDT?;1. Ścieki wprowadzane do wód lub do ziemi w ramach zwykłego albo szczególnego korzystania z wód, oczyszczone w stopniu wymaganym przepisami ustawy, nie mogą: 1) zawierać: a) odpadów oraz zanieczyszczeń pływających, b) dwuchloro-dwufenylo-trójchloroetanu (DDT), wielopierścieniowych chlorowanych dwufenyli (PCB) oraz wielopierścieniowych chlorowanych trójfenyli (PCT), c) chorobotwórczych drobnoustrojów pochodzących z obiektów, w których leczeni są chorzy na choroby zakaźne, 2) powodować w tych wodach: a) zmian w naturalnej, charakterystycznej dla nich biocenozie, b) zmian naturalnej mętności, barwy, zapachu, c) formowania się osadów lub piany. 2. Zabrania się rozcieńczania ścieków wodą w celu uzyskania ich stanu oraz składu zgodnego z przepisami. 
2001_763.txt-Art. 50.;Z czego finansowany samorząd izby psychologów?;Działalność samorządu jest finansowana: 1) ze składek psychologów i psychologów - stażystów, 2) z działalności gospodarczej, 3) z innych źródeł, a w szczególności z zapisów, darowizn, dotacji, grantów. Rozdział 7 Regionalne Izby Psychologów 
2004_2784.txt-Art. 9.;Jakie sa zadania Krajowego Administratora?;"1. Systemem administruje Krajowy Administrator Systemu Handlu Uprawnieniami do Emisji, zwany dalej ""Krajowym Administratorem"". 2. Do zadań Krajowego Administratora należy: 1) prowadzenie Krajowego Rejestru Uprawnień do Emisji; 2) prowadzenie bazy danych zawierającej informacje o instalacjach objętych systemem niezbędne do opracowania krajowego planu rozdział uprawnień do emisji; 3) monitorowanie funkcjonowania systemu, w tym przeprowadzanie przeglądów, analiz i ocen jego funkcjonowania; 4) opracowywanie projektów krajowych planów rozdziału uprawnień do emisji; 5) udostępnianie projektów krajowych planów rozdziału uprawnień do emisji do konsultacji społecznych; 6) opracowywanie raportów dotyczących systemu; 7) monitorowanie działań związanych z realizacją projektów wspólnych wdrożeń i mechanizmu czystego rozwoju; 8) udzielanie wyjaśnień, opracowywanie materiałów informacyjnych oraz prowadzenie szkoleń dotyczących funkcjonowania systemu. 3. Nadzór nad Krajowym Administratorem sprawuje minister właściwy do spraw środowiska. 4. Minister właściwy do spraw środowiska, biorąc pod uwagę możliwość realizacji zadań, o których mowa w ust. 2, wyznacza, w drodze rozporządzenia, Krajowego Administratora. Rozdział 3 Krajowy Rejestr Uprawnień do Emisji "
2001_1545.txt-Art. 72.;Jakie zadania ma kapitan statku w przypadku popełnienia przestępstwa?;§ 1. W przypadku popełnienia na statku przestępstwa kapitan obowiązany jest sporządzić szczegółowe zawiadomienie o popełnieniu przestępstwa, przedsięwziąć odpowiednie środki dla zapobieżenia uchyleniu się osoby podejrzanej o popełnienie przestępstwa od odpowiedzialności karnej, zabezpieczyć dowody i stosownie do okoliczności przekazać osobę podejrzaną o popełnienie przestępstwa wraz z zawiadomieniem o przestępstwie właściwemu organowi w pierwszym porcie polskim, do którego statek zawinął, lub polskiej jednostce pływającej Marynarki Wojennej, Straży Granicznej lub Policji. § 2. Minister właściwy do spraw gospodarki morskiej, w porozumieniu z Ministrem Sprawiedliwości i ministrem właściwym do spraw zagranicznych, określi, w drodze rozporządzenia, tryb postępowania kapitana odnośnie osób podejrzanych o popełnienie przestępstw przeciwko bezpieczeństwu żeglugi morskiej i sposoby przekazywania informacji oraz dowodów odnoszących się do takich przestępstw władzom innych państw, uwzględniając umowy międzynarodowe, których Rzeczpospolita Polska jest stroną. TYTUŁ IV Prawa rzeczowe Dział I Własność statku 
2001_1371.txt-Art. 72.;Jakie są obowiązki kontrolowanego?;Kontrolowany jest obowiązany umożliwić inspektorowi dokonanie czynności kontrolnych, a w szczególności: 1) udzielić ustnych lub pisemnych wyjaśnień, okazać dokumenty lub inne nośniki informacji oraz udostępnić dane mające związek z przedmiotem kontroli, 2) udostępnić pojazd, obiekt lub lokal, w których badanie wchodzi w zakres kontroli określonych przepisami ustawy, 3) umożliwić sporządzenie kopii dokumentów wskazanych przez kontrolującego, 4) umożliwić sporządzenie dokumentacji filmowej lub fotograficznej, jeżeli może ona stanowić dowód lub przyczynić się do utrwalenia dowodu w sprawie będącej przedmiotem kontroli. 
1997_555.txt-Art. 336.;Co może zrobić prokurator gdy istnieją przesłanki o umorzenie postępowania?;§ 1. Jeżeli spełnione są przesłanki uzasadniające warunkowe umorzenie postępowania, prokurator może zamiast aktu oskarżenia sporządzić i skierować do sądu wniosek o takie umorzenie. § 2. Do wniosku stosuje się odpowiednio przepisy art. 332 § 1 pkt 1, 2, 4 i 5. Uzasadnienie wniosku można ograniczyć do wskazania dowodów świadczących o tym, że wina oskarżonego nie budzi wątpliwości, a nadto okoliczności przemawiających za warunkowym umorzeniem. § 3. Prokurator może wskazać proponowany okres próby, obowiązki, które należy nałożyć na oskarżonego i, stosownie do okoliczności, wnioski co do dozoru. § 4. Przepis art. 334 stosuje się odpowiednio. § 5. Do wniosku o warunkowe umorzenie postępowania stosuje się odpowiednio przepisy dotyczące aktu oskarżenia zawarte w rozdziale 40. DZIAŁ VIII Postępowanie przed sądem pierwszej instancji Rozdział 40 Wstępna kontrola oskarżenia“ 
1997_593.txt-Art. 24.;Jakie są zadanie okręgowej komisji kwalifikacyjnej?;"1. Okręgowa komisja kwalifikacyjna: 1) prowadzi postępowania kwalifikacyjne w sprawach nadawania uprawnień budowlanych, zwane dalej ""postępowaniami kwalifikacyjnymi"", 2) przeprowadza egzaminy w sprawach nadawania uprawnień budowlanych i wydaje decyzje o nadaniu tych uprawnień, z zastrzeżeniem art. 33 pkt 9, 3) przeprowadza egzamin oraz potwierdza kwalifikacje osób, o których mowa w art. 5 ust. 3 pkt 3-5, z zastrzeżeniem art. 33 pkt 8, 4) przesyła decyzje o nadaniu uprawnień budowlanych do okręgowej rady izby oraz do centralnego rejestru, o którym mowa w art. 88a pkt 3 lit. a ustawy - Prawo budowlane, 5) prowadzi rejestr osób, którym nadała uprawnienia budowlane, 6) dokonuje, co najmniej raz w roku, analizy przeprowadzonych postępowań kwalifikacyjnych, 7) sporządza opinie dla okręgowego sądu dyscyplinarnego w sprawach z zakresu odpowiedzialności zawodowej członków okręgowej izby architektów oraz inżynierów budownictwa, 8) składa sprawozdania ze swojej działalności okręgowemu zjazdowi izby i Krajowej Komisji Kwalifikacyjnej. 2. Od decyzji, o których mowa w ust. 1 pkt 2, przysługuje odwołanie do Krajowej Komisji Kwalifikacyjnej w terminie 14 dni od dnia jej otrzymania. 3. Zainteresowany może zaskarżyć uchwałę, o której mowa w ust. 1 pkt 3, do Krajowej Komisji Kwalifikacyjnej w terminie 14 dni od dnia jej otrzymania. "
2004_868.txt-Art. 175b. Prezes sądu apelacyjnego i;Czyje dane osobowe przetwarzają sądy okręgowe?;prezes sądu okręgowego przetwarzają dane osobowe: 1)     sędziów i sędziów w stanie spoczynku, 2)     referendarzy sądowych, asystentów sędziów, dyrektorów sądów oraz ich zastępców, kuratorów zawodowych, urzędników oraz innych pracowników sądów, 3)     biegłych sądowych, lekarzy sądowych, mediatorów oraz ławników, 4)     kandydatów na stanowiska wymienione w pkt 1 i 2 – w zakresie niezbędnym do prawidłowego realizowania obowiązków i praw wynikających ze stosunków służbowych lub realizacji zadań z zakresu nadzoru administracyjnego nad działalnością administracyjną sądów. 
1994_195.txt-Art. 79.;jakie przepisy stosuje się w przypadku wynalazku, na który nie udzielono jeszcze patentu?;Do umowy o korzystanie z wynalazku zgłoszonego w Urzędzie Patentowym, na który nie udzielono jeszcze patentu, jak również do umowy o korzystanie z wynalazku niezgłoszonego, a stanowiącego tajemnicę przedsiębiorcy, stosuje się odpowiednio przepisy o umowie licencyjnej, chyba że strony postanowiły inaczej. 
2001_19.txt-Art. 40.;W jakim terminie producent chmielu musi przekazać kopie umów do inspektora?;1. Kopie wieloletnich umów kontraktacji producent chmielu lub grupa producentów chmielu przekazuje inspektorowi w terminie miesiąca od dnia zawarcia umowy. 2. Kopie pozostałych umów lub innych dokumentów, potwierdzających przeniesienie własności oraz wydanie chmielu, producent chmielu lub grupa producentów chmielu przekazuje inspektorowi po wydaniu chmielu nabywcy, nie później jednak niż do dnia 31 stycznia każdego roku. 
1994_195.txt-Art. 219.;Co jeśli dwie topografie są identyczne?;1. Uprawniony nie może dochodzić swoich praw w odniesieniu do innej identycznej topografii, jeżeli została ona stworzona niezależnie przez osobę trzecią. 2. Jeżeli dwie topografie są identyczne w całości lub części, domniemywa się, że topografia, która mogła być reprodukcją topografii wcześniej zgłoszonej w Urzędzie Patentowym lub wcześniej jawnie wprowadzonej do obrotu jest jej reprodukcją. 
