passage_id,question,passage,has_answer
1997_884_31.txt,Jakim warunkom powinny odpowiadać przekazywane gminie urządzenia wodociągowe?,"Art. 31. 1. Osoby, które wybudowały z własnych środków urządzenia wodociągowe i urządzenia kanalizacyjne, mogą je przekazywać odpłatnie gminie lub przedsiębiorstwu wodociągowo-kanalizacyjnemu, na warunkach uzgodnionych w umowie. 2. Przekazywane urządzenia, o których mowa w ust. l, powinny odpowiadać warunkom technicznym określonym w odrębnych przepisach.",True
1997_348_56.txt,"Jakiej karze podlega osoba, która nie stosuje się do ograniczeń w dostarczaniu paliw?","Art. 56. 1. Karze pieniężnej podlega ten, kto: 1) nie przestrzega obowiązków wynikających ze współpracy z jednostkami upoważnionymi do dysponowania energią elektryczną i paliwami gazowymi, wynikających z przepisów wydanych na podstawie art. 9 ust. 1 i 2, 2) nie przestrzega obowiązku utrzymywania zapasów paliw, wprowadzonego na podstawie art. 10, 3) nie stosuje się do ograniczeń w dostarczaniu paliw i energii, wprowadzonych na podstawie art. 11, 4) z nieuzasadnionych powodów odmawia zawarcia umowy, o której mowa w art. 7 ust. 1, 5) stosuje ceny i taryfy, nie przestrzegając obowiązku ich przedstawienia Prezesowi URE do zatwierdzenia oraz obowiązku ich publikacji, o których mowa w art. 47, 6) stosuje ceny i taryfy wyższe od zatwierdzonych, 7) odmawia udzielenia informacji, o których mowa w art. 28, 8) prowadzi ewidencję księgową niezgodnie z zasadami określonymi w art. 44, 9) zatrudnia osoby bez wymaganych ustawą kwalifikacji, 10) nie utrzymuje w należytym stanie technicznym obiektów, instalacji i urządzeń, 11) wprowadza do obrotu na obszarze kraju urządzenia nie spełniające wymagań określonych w art. 52, 12) nie przestrzega obowiązków wynikających z koncesji, 13) realizuje działania w zakresie zaopatrzenia w ciepło niezgodnie z planem zaopatrzenia w ciepło, o którym mowa w art. 20 ust. 4. 2. Karę pieniężną, o której mowa w ust. 1, wymierza Prezes URE. 3. Wysokość kary pieniężnej, o której mowa w ust. 1, nie może przekroczyć 15% przychodu ukaranego podmiotu gospodarczego, osiągniętego w poprzednim roku podatkowym, a jeżeli kara pieniężna związana jest z działalnością prowadzoną na podstawie koncesji, wysokość kary nie może przekroczyć 15% przychodu ukaranego podmiotu gospodarczego, wynikającego z działalności koncesjonowanej, osiągniętego w poprzednim roku podatkowym. 4. Kara pieniężna jest płatna z dochodu po opodatkowaniu lub z innej formy nadwyżki przychodu nad wydatkami zmniejszonej o podatki i jest dokonywana na konto właściwego urzędu skarbowego. 5. Niezależnie od kary pieniężnej określonej w ust. 1-4 Prezes URE może nałożyć karę pieniężną na kierownika podmiotu gospodarczego, z tym że kara ta może być wymierzona w kwocie nie większej niż 300% jego miesięcznego wynagrodzenia. 6. Ustalając wysokość kary pieniężnej, Prezes URE uwzględnia stopień szkodliwości czynu, stopień zawinienia oraz dotychczasowe zachowanie podmiotu i jego możliwości finansowe. 7. Kary pieniężne, o których mowa w ust. 1, podlegają ściągnięciu w trybie przepisów o postępowaniu egzekucyjnym w administracji.",True
1998_577_37.txt,Kto wchodzi w skład kolegium doradczego wojewody?,"Art. 37. 1. Przy wojewodzie działa kolegium doradcze. 2. W skład kolegium wchodzą: 1) wicewojewodowie, 2) dyrektor generalny urzędu wojewódzkiego, 3) komendant wojewódzki Policji, 4) komendant wojewódzki Państwowej Straży Pożarnej, 5) inne osoby wymienione w statucie urzędu wojewódzkiego. 3. Do udziału w pracach i posiedzeniach kolegium wojewoda może zaprosić inne osoby, w szczególności kierowników zespolonych służb, inspekcji i straży wojewódzkich oraz dyrektorów wydziałów. 4. Wojewoda może tworzyć inne zespoły doradcze.",True
2000_1310_2.txt,Czy poręczenia od Skarbu Państwa są bezterminowe?,"Art. 2. 1. Skarb Państwa, w drodze umowy poręczenia, udziela bankom poręczeń spłaty kredytów mieszkaniowych, spłacanych na zasadach określonych w ustawie o pomocy państwa, zwanych dalej ""poręczeniami"". 2. Minister właściwy do spraw finansów publicznych, zwany dalej ""Ministrem"", w imieniu Skarbu Państwa zawiera z bankami umowy poręczenia. 3. Poręczenia są terminowe i udzielane do kwoty z góry oznaczonej. 4. Poręczenia są udzielane do wysokości 90% pozostających do spłaty kwot kredytów, o których mowa w art. 1. 5. Odpowiedzialność Skarbu Państwa z tytułu udzielanych poręczeń jest ograniczona w każdym przypadku oddzielnie do kwoty kredytu, odsetek skapitalizowanych i odsetek bieżących od kredytu. 6. Dokonane spłaty kredytu oraz kwoty uzyskane przez banki w wyniku działań zmierzających do odzyskania niespłaconej części kredytu lub odsetek zmniejszają odpowiednio zakres odpowiedzialności Skarbu Państwa, o której mowa w ust. 5.",True
2001_298_29.txt,Co jaki okres funkcjonariusze podlegają opiniowaniu służbowemu?,"Art. 29. 1. Funkcjonariusz podlega corocznemu opiniowaniu służbowemu 2. Przełożony funkcjonariusza może wydać opinię służbową o funkcjonariuszu także w innym terminie niż określony w ust. 1, jednakże nie wcześniej niż po upływie 6 miesięcy od wydania poprzedniej opinii. 3. W wydanej opinii służbowej przełożony zamieszcza ogólną ocenę o opiniowanym funkcjonariuszu wyrażoną w skali od 1 do 6 (niedostateczna, mierna, dostateczna, dobra, bardzo dobra, wzorowa). 4. Przełożony jest obowiązany zapoznać funkcjonariusza z wydaną o nim opinią służbową w ciągu 30 dni od dnia jej sporządzenia. 5. W przypadku, jeżeli niemożliwe jest zapoznanie funkcjonariusza z opinią służbową w terminie, o którym mowa w ust. 4, termin ten biegnie od dnia ustania przeszkody. 6. Funkcjonariuszowi przysługuje prawo wniesienia odwołania od wydanej o nim opinii służbowej do wyższego przełożonego w terminie 14 dni od dnia zapoznania się z opinią. 7. Od opinii wydanej przez Szefa BOR przysługuje funkcjonariuszowi odwołanie do ministra właściwego do spraw wewnętrznych. 8. Opinia służbowa wydana wskutek odwołania, w trybie określonym w ust. 6 i 7, jest ostateczna. 9. Minister właściwy do spraw wewnętrznych określi, w drodze rozporządzenia, szczegółowe warunki i tryb opiniowania służbowego funkcjonariuszy, zapoznania się ich z opinią służbową oraz przypadki, w których zapoznanie się nie jest możliwe w terminie, o którym mowa w ust. 4, a także tryb wnoszenia i rozpatrywania odwołań od opinii służbowych.",True
2001_19_8.txt,Co zawiera rejestr grup?,"Art. 8. 1. Rejestr grup uznanych jest jawny i zawiera: 1) nazwę i adres grupy, 2) datę i numer wydania decyzji o wpisie grupy do rejestru, 3) grupę produktów objętych decyzją, 4) informacje o osobach upoważnionych do reprezentowania grupy. 2. Grupa jest obowiązana informować właściwego wojewodę o każdej zmianie danych, o których mowa w ust. 1 pkt 1 i 4.",True
1996_465_345.txt,Czy spółka może udzielać pożyczek na nabycie emitowanych przez nią akcji?,"Art. 345. §1. Spółka nie może udzielać pożyczek, zabezpieczeń, zaliczkowych wypłat, jak również w jakiejkolwiek innej formie bezpośrednio lub pośrednio finansować nabycie lub objęcie emitowanych przez nią akcji. §2. Przepisu § 1 nie stosuje się do świadczeń dokonywanych w ramach zwykłej działalności instytucji finansowych, jak również do świadczeń dokonywanych na rzecz pracowników spółki lub spółki z nią powiązanej, a podejmowanych w celu ułatwienia nabycia lub objęcia emitowanych przez spółkę akcji.",True
1997_468_13.txt,Czy poddanie się rehabilitacji jest dobrowolne?,"Art. 13. Poddanie się leczeniu, rehabilitacji lub readaptacji jest dobrowolne, o ile przepisy ustawy nie stanowią inaczej.",True
1995_59_71.txt,Jakie obowiązki ma pracownik nadzorujący czynności kontrolne?,"Art. 71. Do obowiązków pracownika nadzorującego lub wykonującego czynności kontrolne należy w szczególności: 1) należyte, bezstronne i terminowe wykonywanie zadań, 2) obiektywne ustalanie i rzetelne dokumentowanie wyników kontroli, 3) przestrzeganie tajemnicy ustawowo chronionej, 4) godne zachowanie się w służbie i poza służbą, 5) stałe podnoszenie kwalifikacji zawodowych.",True
1997_349_61.txt,Czym jest budżet państwa?,"Art. 61. 1. Budżet państwa jest rocznym planem dochodów i wydatków oraz przychodów i rozchodów: 1) organów: władzy państwowej, kontroli i ochrony prawa, 2) sądów i trybunałów, 3) administracji rządowej. 2. Budżet państwa jest uchwalany w formie ustawy budżetowej na okres roku kalendarzowego, zwanego dalej ""rokiem budżetowym"". 3. Do budżetu państwa włączone są środki pochodzące ze źródeł zagranicznych, nie podlegające zwrotowi i wydatki z nich finansowane 4. Ustawa budżetowa zawiera także: 1) zestawienie przychodów i wydatków zakładów budżetowych, gospodarstw pomocniczych jednostek budżetowych i środków specjalnych, 2) plany przychodów i wydatków państwowych funduszy celowych, 3) zestawienie dotacji dla państwowych agencji i fundacji z udziałem Skarbu Państwa. 5. Ustawa budżetowa może zawierać plany przychodów i wydatków: 1) jednostek, o których mowa w ust. 4 pkt 1, 2) innych jednostek sektora rządowego.",True
1997_553_209.txt,Jak ściga się świadczenia w ramach funduszu alimentacyjnego?,"Art. 209. § 1. Kto uporczywie uchyla się od wykonania ciążącego na nim z mocy ustawy lub orzeczenia sądowego obowiązku opieki przez niełożenie na utrzymanie osoby najbliższej lub innej osoby i przez to naraża ją na niemożność zaspokojenia podstawowych potrzeb życiowych, podlega grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2. § 2. Ściganie następuje na wniosek pokrzywdzonego, organu opieki społecznej lub właściwej instytucji. § 3. Jeżeli pokrzywdzonemu przyznano świadczenie z funduszu alimentacyjnego, ściganie odbywa się z urzędu.",True
1994_195_223.txt,Co się stanie jeżeli nie zostanie uiszczona opłata dla wniosku patentowego?,"Art. 223. 1. Opłaty jednorazowe za zgłoszenia, wnioski, oświadczenia i inne czynności przewidziane w ustawie powinny być uiszczane z góry, o ile ustawa lub rozporządzenie, o którym mowa w art. 222 ust. 3, nie przewiduje uiszczenia opłaty na wezwanie Urzędu Patentowego w określonym terminie. 2. Opłata jednorazowa za zgłoszenie może być również uiszczona w ciągu jednego miesiąca od daty doręczenia wezwania Urzędu Patentowego. 3. Jeżeli w wyniku złożonego wniosku o ponowne rozpatrzenie sprawy decyzja lub postanowienie Urzędu Patentowego zostało uchylone, opłata uiszczona od tego wniosku podlega zwrotowi. 4. W razie nieuiszczenia w terminie opłaty, o której mowa w ust. 1, postępowanie wszczęte w wyniku dokonania zgłoszenia lub złożenia wniosku podlega umorzeniu, bądź czynność uzależniona od opłaty zostaje zaniechana.",True
1999_95_57.txt,Jak uniemożliwienić osobom nieuprawnionym dostępu do informacji niejawnych?,"Art. 57. W celu uniemożliwienia osobom nieuprawnionym dostępu do informacji niejawnych, należy w szczególności: 1) wydzielić części obiektów, które poddane są szczególnej kontroli wejść i wyjść oraz kontroli przebywania, zwane dalej ""strefami bezpieczeństwa"", 2) wydzielić wokół stref bezpieczeństwa strefy administracyjne służące do kontroli osób lub pojazdów, 3) wprowadzić system przepustek lub inny system określający uprawnienia do wejścia, przebywania i wyjścia ze strefy bezpieczeństwa, a także przechowywania kluczy do pomieszczeń chronionych, szaf pancernych i innych pojemników służących do przechowywania informacji niejawnych stanowiących tajemnicę państwową, 4) zapewnić kontrolę stref bezpieczeństwa i stref administracyjnych przez przeszkolonych zgodnie z ustawą pracowników pionu ochrony, 5) stosować wyposażenie i urządzenia służące ochronie informacji niejawnych, którym na podstawie odrębnych przepisów przyznano certyfikaty lub świadectwa kwalifikacyjne.",True
2001_1354_7.txt,Jaki jest tygodniowy odpoczynek kierowcy?,"Art. 7. 1. W każdym tygodniu kierowca wykorzystuje odpoczynek w wymiarze co najmniej 45 kolejnych godzin. Odpoczynek może być skrócony nie więcej niż do 36 kolejnych godzin, jeżeli zostanie udzielony w miejscowości gdzie znajduje się siedziba pracodawcy lub w miejscu zamieszkania kierowcy i nie więcej niż do 24 kolejnych godzin, jeżeli zostanie udzielony w innym miejscu. Tygodniowy nieprzerwany odpoczynek obejmuje dobowy odpoczynek przypadający w dniu, w którym kierowca rozpoczął odpoczynek tygodniowy. 2. Okres odpoczynku niewykorzystany wskutek skrócenia, o którym mowa w ust. 1, kierowca powinien wykorzystać nie później niż przed upływem trzeciego tygodnia następującego po tygodniu, w którym odpoczynek został skrócony. 3. Tygodniowy odpoczynek kierowca powinien wykorzystać nie później niż po sześciu dobowych okresach prowadzenia pojazdu. 4. Przełożenie tygodniowego odpoczynku do końca szóstego dobowego okresu prowadzenia jest dopuszczalne w przypadku, gdy całkowity czas prowadzenia pojazdu nie przekracza maksymalnej normy, odpowiadającej sześciu dobowym okresom prowadzenia.",True
1999_930_20.txt,Do jakich przestępstw nie ma zastosowania część ogólna Kodeksu Karnego?,"Art. 20. § 1. Do przestępstw skarbowych nie mają zastosowania przepisy części ogólnej Kodeksu karnego, z zastrzeżeniem § 2. § 2. Przepisy art. 18 § 2 i 3, art. 19-20, 21 § 2 i 3, art. 22-24, 27 § 1, art. 40 § 1, art. 41, 43 § 2, art. 51, 57-58 § 1, art. 60 § 1 i 2, art. 62-63, 65, 66 § 1 i 2, art. 67-70, 72-78 § 1 i 2, art. 79 § 1, art. 80 § 1 i 2, art. 81-83, 85, 86 § 2 i 3, art. 87, 89 § 1 i 3, art. 90, 92-98, 103 § 1, art. 104 § 1 zdanie pierwsze, art. 106-107 § 1, 2, 4 i 5, art. 108 oraz 114, a także wskazane w innych przepisach niniejszego rozdziału, przepisy części ogólnej Kodeksu karnego stosuje się odpowiednio do przestępstw skarbowych. § 3. W wypadku określonym w art. 21 § 3 Kodeksu karnego sąd może także odstąpić od wymierzenia kary lub środka karnego wymienionego w art. 22 § 2 pkt 2, 3, 5 i 6 niniejszego kodeksu, chyba że przepadek dotyczy przedmiotów określonych w art. 29 pkt 4. § 4. Wymieniona w art. 23 Kodeksu karnego przesłanka ""dobrowolności"" nie ma zastosowania do przestępstw skarbowych. § 5. W wypadku określonym w art. 27 § 1 Kodeksu karnego dopuszczalny eksperyment dotyczy tylko eksperymentu ekonomicznego lub technicznego. § 6. Wymienione w § 2 oraz w art. 21 § 3, art. 26 § 4, art. 40 § 1 i art. 45 przepisy części ogólnej Kodeksu karnego stosuje się odpowiednio także do osób wymienionych w art. 53 § 36, które dopuściły się przestępstwa skarbowego, chyba że część wojskowa Kodeksu karnego zawiera odmienne przepisy ogólne.",True
1997_555_408.txt,Co robi sąd po wysłuchaniu głosów stron?,Art. 408. Po wysłuchaniu głosów stron sąd niezwłocznie przystępuje do narady.,True
2002_110_6.txt,Czy detektyw podczas pracy może naruszyć prawa obywatela?,"Art. 6. Detektyw przy wykonywaniu usługi detektywistycznej winien kierować się powszechnie obowiązującymi zasadami etyki, lojalnością wobec zlecającego usługę i szczególną starannością, by nie naruszyć wolności i praw człowieka i obywatela.",True
1997_44_17.txt,W jakiej formie wydawana jest zgoda na pobieranie opłat przez urząd skarbowy?,"Art. 17. 1. Udzielanie ulg, odraczanie, umarzanie, rozkładanie na raty oraz zaniechanie poboru w zakresie podatków i opłat stanowiących dochody jednostek samorządu terytorialnego i wpłacanych bezpośrednio na rachunki jednostek samorządu terytorialnego, należy do kompetencji przewodniczącego zarządu jednostki samorządu terytorialnego. 2. W przypadku pobieranych przez urząd skarbowy podatków i opłat stanowiących w całości dochody jednostek samorządu terytorialnego, urząd ten może odraczać, umarzać, rozkładać na raty lub zaniechać poboru podatków oraz zwalniać płatnika z obowiązku pobrania oraz wpłaty podatku lub zaliczek na podatek, wyłącznie na wniosek lub za zgodą przewodniczącego zarządu jednostki samorządu terytorialnego. 3. W zakresie opłat, o których mowa w art. 3 pkt 2 lit. b), pobieranych przez organ wskazany w odrębnych przepisach, inny niż urząd skarbowy, udzielanie ulg, odraczanie, umarzanie, rozkładanie na raty oraz zaniechanie poboru opłaty, może nastąpić w sposób określony przepisami odrębnymi, po uzyskaniu zgody przewodniczącego zarządu gminy. 4. Wniosek lub zgoda, o których mowa w ust. 2 i 3, wydawane są w formie postanowienia, na które nie przysługuje zażalenie.",True
1997_153_112.txt,Kto wybiera przewodniczącego Rady Krajowego Związku Kas?,Art. 112. Rada Krajowego Związku Kas wybiera spośród swoich członków przewodniczącego i zastępców przewodniczącego - z tym że jednym z zastępców przewodniczącego jest przedstawiciel branżowych kas - oraz przewodniczącego komisji rewizyjnej.,True
1996_465_302.txt,Na jakiej wartości akcje dzieli się kapitał spółki akcyjnej?,Art. 302. Kapitał zakładowy spółki akcyjnej dzieli się na akcje o równej wartości nominalnej.,True
2004_574_63.txt,"Jakiej karze podlega armator, który wykonuje rybołówstwo morskie w polskich obszarach morskich, z naruszeniem przepisów ustawy?","Art. 63. 1. Kto wykonuje rybołówstwo morskie statkiem rybackim z naruszeniem przepisów ustawy i aktów wykonawczych wydanych na jej podstawie oraz przepisów Wspólnej Polityki Rybackiej Unii Europejskiej, podlega, w przypadku: 1) armatora statku rybackiego o długości całkowitej równej albo większej niż 10 m - karze pieniężnej do wysokości nieprzekraczającej pięćdziesięciokrotnego przeciętnego wynagrodzenia miesięcznego w gospodarce narodowej za rok poprzedzający, ogłaszanego przez Prezesa Głównego Urzędu Statystycznego; 2) kapitana statku rybackiego o długości całkowitej równej albo większej niż 10 m - karze pieniężnej do wysokości nieprzekraczającej dwudziestokrotnego przeciętnego wynagrodzenia miesięcznego w gospodarce narodowej za rok poprzedzający, ogłaszanego przez Prezesa Głównego Urzędu Statystycznego; 3) armatora lub kapitana statku rybackiego o długości całkowitej mniejszej niż 10 m - karze pieniężnej do wysokości nieprzekraczającej dziesięciokrotnego przeciętnego wynagrodzenia miesięcznego w gospodarce narodowej za rok poprzedzający, ogłaszanego przez Prezesa Głównego Urzędu Statystycznego. 2. Kto z naruszeniem przepisów o rybołówstwie: 1) prowadzi połowy organizmów morskich w celach naukowo-badawczych albo szkoleniowych; 2) prowadzi skup lub przetwórstwo na morzu organizmów morskich; 3) prowadzi chów lub hodowlę ryb i innych organizmów morskich; 4) dokonuje zarybiania; 5) prowadzi obrót produktami rybołówstwa - podlega karze pieniężnej do wysokości nieprzekraczającej dziesięciokrotnego przeciętnego wynagrodzenia miesięcznego w gospodarce narodowej za rok poprzedzający, ogłaszanego przez Prezesa Głównego Urzędu Statystycznego. 3. Kto z naruszeniem przepisów o rybołówstwie prowadzi połowy w celach sportoworekreacyjnych, podlega karze pieniężnej do wysokości nieprzekraczającej dwukrotnego przeciętnego wynagrodzenia miesięcznego w gospodarce narodowej za rok poprzedzający, ogłaszanego przez Prezesa Głównego Urzędu Statystycznego. 4. Minister właściwy do spraw rolnictwa określi, w drodze rozporządzenia, wysokość kar pieniężnych za naruszenia, o których mowa w ust. 1-3, zróżnicowane w zależności od ich rodzaju i społecznej szkodliwości.",True
2001_298_55.txt,Czy żołnierze przy wykonaniu czynności służbowej nie muszą się przedstawiać?,"Art. 55. Nie umundurowany funkcjonariusz jest obowiązany na żądanie obywatela, wobec którego wykonuje czynność służbową, okazać legitymację służbową w taki sposób, aby zainteresowany miał możliwość odczytania i zanotowania nazwiska i imienia funkcjonariusza, numeru legitymacji i nazwy organu, który ją wydał.",True
